State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
LA,94,225,true,true,45,409.0,35,1.59,149.5,61,4.57,474.1,167,70.31,14.4,19,6.18,5,false
CA,137,721,false,false,28,483.5,136,28.1,438.2,17,61.93,46.7,141,14.66,9.7,0,9.67,7,false
TX,52,624,true,false,41,51.4,74,92.19,59.4,89,68.85,119.7,44,13.67,13.8,16,4.55,8,false
WA,50,869,true,false,32,472.1,30,12.45,39.7,116,57.37,461.5,17,20.48,12.1,11,3.85,2,false
CA,47,960,true,true,2,50.0,112,49.73,486.9,149,82.42,458.3,30,13.87,6.8,11,8.33,5,true
OH,26,165,false,false,28,450.6,59,60.46,168.4,176,48.96,30.1,33,70.95,3.2,14,1.28,8,true
MI,189,440,false,true,7,491.1,103,13.69,85.2,151,20.91,489.3,187,9.61,7.4,7,8.38,10,false
TX,6,292,false,true,44,258.9,190,91.56,226.6,34,18.36,83.9,17,4.76,7.4,5,2.68,6,false
LA,83,393,true,false,22,295.2,114,9.72,311.0,173,96.59,372.2,149,61.86,4.9,2,5.25,8,false
NE,147,601,false,false,37,174.8,111,97.45,126.0,84,83.32,408.9,94,72.35,10.9,15,2.42,10,false
MI,88,887,false,false,48,153.9,47,42.43,472.2,90,47.28,477.9,6,88.8,11.8,15,1.36,6,false
MI,147,845,false,false,7,329.2,98,32.1,423.2,126,60.33,48.5,116,2.85,12.6,19,9.6,7,false
KY,199,956,true,false,6,307.8,74,11.29,382.6,14,9.47,333.2,174,94.32,1.0,14,4.17,1,false
WV,179,780,false,true,3,380.2,104,83.28,21.9,124,62.25,89.8,106,61.13,15.1,2,7.72,8,false
MD,111,113,true,false,0,379.3,177,14.92,185.4,10,77.21,151.7,18,42.09,13.1,13,1.91,10,true
AL,163,185,true,false,45,58.6,101,6.34,279.9,86,57.5,122.7,101,67.86,15.0,9,7.23,1,true
WV,154,82,true,true,26,428.9,192,29.01,345.7,124,16.92,159.4,188,93.09,10.9,6,0.33,3,true
MI,16,944,true,false,7,53.4,99,85.68,125.2,67,89.59,244.3,74,56.38,18.5,1,9.64,3,false
NE,47,174,true,true,24,91.2,167,22.38,354.4,112,40.29,27.2,90,88.75,0.3,16,0.45,4,true
FL,150,240,true,false,28,36.0,127,67.43,366.6,140,59.82,211.2,126,98.89,16.1,0,6.39,5,true
CA,105,184,true,false,33,217.9,72,68.84,297.9,72,72.36,267.6,189,35.76,5.3,9,9.19,7,true
IN,51,818,true,false,0,69.4,132,91.2,406.3,98,95.11,229.0,76,40.98,4.0,16,1.81,9,true
MO,53,510,false,true,47,273.0,154,43.86,291.6,119,47.86,23.6,19,6.45,2.2,10,2.77,8,false
TX,62,113,false,true,38,150.5,64,77.91,456.1,104,53.89,409.7,143,47.47,13.5,1,1.8,5,true
MI,5,393,true,true,7,363.3,99,53.72,154.9,46,45.87,261.4,19,37.15,14.9,16,7.74,9,false
FL,122,348,true,false,8,86.7,125,27.09,280.8,119,84.57,465.1,16,10.81,14.2,17,4.88,3,false
WA,85,686,false,false,6,231.3,96,22.81,89.1,5,82.11,493.4,175,73.1,8.2,0,6.72,9,true
CA,21,844,false,false,8,115.9,184,74.83,21.5,28,41.11,239.6,103,77.28,10.8,7,4.2,10,true
DC,150,560,true,true,43,204.2,198,39.5,68.5,120,56.98,419.7,131,72.26,3.1,14,0.63,4,false
DC,36,751,true,true,7,277.4,15,31.38,385.0,181,5.38,253.4,47,35.23,3.4,9,2.18,6,true
OH,147,394,true,true,38,56.0,67,81.24,420.5,180,9.18,143.2,24,41.82,4.4,9,0.75,4,false
ID,180,422,false,false,50,119.4,17,21.42,118.6,169,99.31,426.2,6,68.19,14.0,4,5.98,1,false
NC,109,113,true,false,16,127.8,150,4.07,270.4,160,7.76,343.4,54,28.14,1.8,19,7.39,0,false
VA,189,324,false,false,25,358.1,91,1.05,423.3,46,71.07,322.7,4,43.01,0.4,1,3.7,5,true
NY,160,529,false,true,1,112.4,111,93.79,443.0,10,70.19,332.0,48,10.93,3.2,6,2.85,9,false
NV,152,10,true,false,36,158.7,97,56.99,310.4,19,79.1,413.7,4,36.84,12.3,13,0.16,7,false
NY,187,678,false,true,39,93.5,34,51.93,236.6,32,66.04,370.2,156,47.08,1.8,11,5.25,5,false
CA,49,610,false,true,23,160.8,132,50.88,112.3,129,25.81,443.8,61,21.21,15.2,11,7.3,3,false
OH,83,908,false,true,21,170.3,16,24.09,293.4,2,99.49,456.5,63,21.26,17.1,12,1.33,8,true
CA,60,860,false,false,9,114.7,168,17.53,177.1,8,55.54,313.7,160,62.4,8.5,11,1.23,4,true
OH,38,766,true,false,27,286.4,7,58.5,246.9,3,25.97,91.6,118,23.56,0.3,8,9.62,7,false
KY,33,808,false,true,21,295.6,25,17.41,443.7,34,73.19,220.1,98,11.99,0.9,0,9.44,2,true
VA,170,243,true,false,13,167.9,129,98.16,451.1,20,95.72,476.5,60,71.1,8.7,5,2.28,4,true
NY,28,648,true,false,20,477.4,91,14.08,197.2,162,80.68,488.0,34,39.1,4.6,17,8.56,5,true
TX,49,749,false,false,16,264.6,3,32.96,225.8,35,5.31,45.1,136,90.31,14.1,19,1.76,6,false
MD,57,660,false,true,31,418.9,137,81.69,184.7,155,88.81,390.6,152,43.14,11.0,18,4.76,8,true
GA,48,641,false,true,3,266.2,140,60.19,64.4,88,19.02,477.6,35,25.8,16.3,17,5.09,0,false
MI,120,123,true,false,36,58.1,135,41.14,152.1,172,88.0,112.9,78,23.03,8.7,16,7.43,9,true
NV,95,129,false,true,35,250.2,192,8.46,289.6,55,76.55,94.9,173,70.26,17.3,20,7.05,1,false
PA,14,805,true,true,44,256.0,192,21.62,357.3,156,95.46,458.3,108,90.46,17.8,2,4.5,3,false
MA,16,723,true,false,31,145.0,99,67.72,342.8,0,23.01,315.9,106,53.84,13.0,7,2.15,7,true
FL,9,139,true,false,28,475.7,39,1.85,430.5,100,96.32,24.1,127,22.51,9.8,12,1.08,1,false
AZ,158,199,false,true,50,10.1,133,60.8,28.2,143,31.02,136.9,63,12.87,6.4,17,2.65,1,true
MS,143,340,true,false,4,441.9,195,16.94,413.0,81,41.51,299.4,47,11.5,1.6,3,1.87,2,true
MO,81,358,true,true,48,413.8,114,30.39,413.4,112,30.1,162.0,172,94.54,17.9,17,7.04,5,false
UT,119,567,true,true,20,153.7,34,61.71,496.8,20,4.69,94.3,176,44.85,6.9,19,7.35,8,true
IN,86,749,true,true,10,188.9,30,91.68,105.2,77,84.45,91.0,28,11.78,12.8,20,4.77,2,false
TX,187,539,false,true,46,349.4,23,92.44,207.8,122,54.22,182.7,19,30.2,13.4,10,7.2,7,true
IA,94,849,false,false,29,481.4,105,46.94,495.0,59,44.28,150.4,44,45.76,0.6,8,5.01,1,true
IL,33,640,true,true,10,435.7,135,80.18,194.2,132,96.94,468.7,153,43.38,1.1,6,4.67,6,false
TX,66,536,true,true,47,409.6,55,38.73,151.2,121,4.23,218.6,134,87.41,8.8,0,8.94,6,true
UT,102,712,false,false,41,369.2,164,47.37,32.7,177,35.58,270.8,71,65.51,20.0,14,1.49,10,false
AK,83,786,false,true,44,104.0,5,37.66,13.4,39,60.29,449.0,154,36.23,3.3,13,7.93,3,true
NC,63,761,true,false,0,371.2,92,13.79,342.0,191,30.11,482.0,184,74.36,10.8,18,0.14,7,true
NJ,176,977,false,true,28,411.9,73,41.26,128.9,155,92.24,359.3,99,72.59,1.2,13,4.13,2,false
FL,149,685,true,true,21,221.5,4,63.79,221.6,77,6.99,67.2,150,9.1,2.5,3,8.78,9,false
FL,157,754,true,false,50,450.0,156,84.44,368.2,66,20.17,395.2,172,29.93,7.5,15,4.88,0,false
LA,62,486,true,false,45,215.3,70,84.04,13.8,67,91.08,499.5,32,35.36,6.4,2,6.45,0,false
AL,165,947,true,false,42,176.6,173,35.17,357.1,178,95.91,173.6,140,29.42,1.7,12,0.17,8,false
FL,47,755,false,true,10,153.9,105,98.33,363.4,103,56.26,58.8,136,66.58,5.5,15,5.56,2,true
TN,116,746,true,false,2,49.0,161,48.23,330.3,108,17.98,58.7,185,48.3,7.5,20,3.02,8,true
OH,195,168,true,true,3,350.0,63,39.39,214.8,67,55.15,20.5,59,30.93,14.6,13,1.29,7,true
PA,124,377,false,true,19,280.1,164,97.89,326.7,29,73.1,173.3,163,23.8,6.1,19,9.41,2,false
PA,0,403,true,false,36,314.3,75,58.07,483.7,114,76.36,40.7,34,95.0,14.2,8,7.11,5,false
FL,46,704,false,true,41,106.9,82,26.81,83.6,115,51.8,250.7,131,64.59,10.3,11,6.29,9,true
GA,95,241,true,true,13,444.5,178,16.65,284.3,114,5.07,185.2,106,83.82,15.6,13,0.2,9,true
FL,176,920,true,false,29,357.4,8,67.6,317.2,54,41.49,83.3,144,75.57,12.8,6,3.49,10,true
TX,200,423,false,false,34,297.7,163,36.51,406.6,178,22.03,258.8,2,0.34,7.9,3,3.96,1,false
SC,77,443,false,true,45,10.1,199,90.69,402.7,189,9.88,264.4,10,40.5,3.1,7,3.49,3,false
CA,45,158,true,false,46,122.7,153,34.06,120.3,84,21.64,116.8,171,21.76,0.5,19,1.5,0,true
TX,22,449,false,false,10,163.7,63,1.88,357.5,14,40.83,306.0,105,1.2,14.5,11,9.79,9,true
MI,69,66,false,false,10,116.4,27,78.18,468.5,4,7.32,472.0,195,98.21,10.9,12,9.31,10,true
NJ,0,538,true,false,13,150.1,175,51.92,204.3,0,23.6,68.7,155,74.08,8.5,8,6.61,9,true
CA,156,503,false,false,5,444.1,10,63.93,250.1,51,49.48,33.3,113,23.86,9.0,19,9.11,5,true
NE,107,554,false,false,5,59.8,0,91.9,249.3,46,47.92,403.7,4,32.78,2.5,16,2.7,7,false
CA,167,97,false,false,44,113.2,81,4.76,311.6,95,41.21,25.4,27,10.43,15.9,17,9.01,1,false
TX,68,176,false,true,3,147.6,75,11.09,193.2,31,35.27,38.4,56,74.31,2.5,14,7.85,4,false
WA,192,759,true,false,2,288.4,50,78.04,462.2,138,47.23,351.4,127,53.35,18.0,6,2.36,0,true
PA,71,659,true,true,18,373.0,69,53.35,166.2,140,22.7,304.5,37,57.73,4.0,16,4.61,9,false
TX,127,384,true,true,39,145.1,34,17.3,43.3,102,15.23,65.4,181,28.58,17.3,20,2.25,6,true
AZ,58,668,true,true,12,158.6,189,3.32,159.3,158,33.22,417.8,93,52.9,7.9,13,6.41,3,true
MO,184,182,false,false,13,47.5,35,48.98,20.8,124,71.45,437.1,147,9.92,13.6,13,2.52,4,true
OH,15,510,true,false,34,322.0,50,7.92,17.5,107,74.9,470.2,70,31.6,12.3,11,6.69,0,false
KS,165,458,true,false,9,377.3,115,24.06,57.4,38,70.02,38.8,22,63.48,14.8,0,3.0,0,true
MO,122,409,false,false,1,99.8,21,32.32,178.8,113,72.76,100.7,169,36.37,17.1,2,7.2,3,true
NY,95,922,true,false,31,452.6,48,79.51,142.5,197,0.89,189.8,179,83.78,9.4,1,3.94,4,false
MA,34,293,true,true,40,469.8,154,21.49,367.2,119,47.41,179.3,130,75.25,17.3,1,3.95,10,false
TX,59,439,true,true,49,344.0,113,18.41,1.5,79,29.12,438.8,11,82.97,18.1,11,3.79,7,false
CA,9,220,false,true,6,135.3,27,68.45,492.8,173,30.34,345.2,44,28.05,1.1,7,4.45,1,false
AL,51,160,true,false,17,60.9,169,5.15,318.5,157,21.01,354.5,170,4.33,9.6,11,0.92,1,true
HI,14,427,true,false,37,447.2,170,54.53,45.5,108,26.27,274.5,118,74.32,18.9,20,7.89,4,true
OH,53,689,false,false,47,292.4,165,67.17,225.0,101,51.58,99.8,159,79.46,9.8,11,1.65,2,true
DC,30,787,true,false,19,402.1,74,23.92,229.5,59,24.7,263.4,72,72.02,13.1,3,2.24,3,false
TX,64,113,true,false,16,326.0,151,89.76,123.6,120,23.47,304.1,3,17.99,10.0,12,7.48,6,true
DC,103,948,true,false,0,80.7,183,91.64,314.0,16,81.85,232.1,128,66.41,17.5,4,1.45,2,false
DC,33,62,false,true,15,137.2,72,19.05,238.5,66,85.08,326.9,103,45.89,19.8,14,6.82,4,false
TX,182,195,false,true,48,236.2,63,64.88,210.5,35,30.29,127.9,108,54.66,11.3,16,4.36,9,false
TX,111,126,true,true,28,190.9,5,4.39,334.8,142,62.74,100.7,57,36.46,19.4,9,5.8,8,false
PA,5,320,true,true,4,336.5,166,41.66,138.5,155,46.82,242.6,105,73.69,11.6,14,4.21,1,true
NC,175,563,false,true,32,397.2,107,26.47,301.8,129,88.94,207.4,114,46.52,12.7,12,9.1,6,true
WA,25,58,false,false,34,188.9,42,72.61,477.0,17,74.11,130.1,9,54.07,18.0,0,8.78,3,false
MI,94,966,true,true,35,450.9,65,97.46,192.6,179,7.5,464.5,131,40.87,3.1,5,0.43,1,false
CO,104,758,true,false,42,148.4,94,47.15,372.9,152,33.3,211.9,178,28.58,16.3,19,4.64,7,true
GA,160,563,true,false,33,338.8,108,9.16,471.2,192,46.0,222.7,112,82.9,5.4,9,1.31,1,true
CA,167,687,true,false,45,421.7,142,96.62,28.5,92,67.06,112.1,73,70.61,5.1,7,5.23,4,false
NY,43,530,false,true,21,313.3,184,40.12,275.3,69,34.73,83.7,101,55.24,18.6,16,4.75,3,false
CA,60,154,true,true,30,1.7,166,21.84,386.7,22,55.06,340.1,181,20.93,19.8,8,8.63,0,false
ID,55,46,false,false,17,242.6,83,44.95,306.2,40,46.05,55.5,155,31.18,10.2,12,6.09,7,false
TX,171,264,false,true,48,357.4,1,78.68,440.4,48,87.69,251.1,54,63.03,7.7,15,6.31,2,false
MI,106,490,false,true,18,154.7,49,31.13,399.2,188,39.78,74.8,65,19.59,18.3,10,4.25,2,true
PA,11,821,true,false,2,89.9,2,83.74,92.6,28,67.99,482.0,57,73.09,0.6,15,3.36,1,true
DC,130,532,true,true,47,410.0,183,52.52,81.4,68,5.22,207.4,17,55.31,7.2,8,0.55,9,true
NY,188,53,false,true,5,320.1,173,22.6,199.6,95,22.38,444.3,9,65.61,0.3,0,1.53,3,true
ND,20,694,false,true,25,160.5,194,87.15,450.9,187,33.3,36.9,184,69.11,9.7,5,4.19,5,false
CA,86,522,false,false,30,198.2,32,34.84,311.7,199,21.77,450.2,133,42.82,19.7,15,5.61,5,true
CO,101,409,false,false,4,188.3,194,17.22,239.8,165,44.84,172.8,159,33.63,7.1,9,6.51,6,false
CA,74,377,false,true,0,390.9,61,92.99,375.0,55,97.13,372.8,72,33.67,11.3,16,4.12,3,true
AZ,180,680,false,true,49,143.7,26,67.87,369.1,48,1.34,433.4,9,42.87,12.3,2,7.33,2,false
GA,128,33,true,true,17,148.3,169,67.27,43.1,120,70.62,350.7,144,65.34,8.0,10,5.46,1,false
CA,18,151,false,true,19,483.0,23,70.16,480.1,58,65.13,286.2,99,55.15,14.9,13,2.77,4,false
CA,55,638,true,true,39,484.6,54,19.85,365.2,11,24.51,431.3,116,97.72,3.3,18,6.41,10,true
TX,143,147,false,true,10,454.2,157,85.14,120.0,61,18.34,336.3,111,25.33,1.3,11,7.21,5,false
CT,112,344,false,false,20,11.7,6,33.0,220.6,179,31.26,132.7,63,77.73,10.2,13,9.91,3,true
LA,189,821,false,true,26,209.7,183,81.06,404.7,127,32.64,167.5,45,32.47,2.1,19,8.83,8,false
TX,100,53,true,false,2,423.8,39,72.95,307.7,62,11.04,432.0,142,65.96,14.7,3,3.2,2,false
NY,8,854,false,false,1,382.7,135,93.22,491.2,113,40.41,110.4,74,37.22,3.7,13,8.26,7,true
TX,2,173,true,true,36,422.5,179,94.44,58.9,144,92.08,397.1,129,0.5,11.0,1,8.73,8,true
NY,136,931,false,false,10,456.9,183,4.71,463.7,123,48.7,323.6,70,81.12,3.1,8,8.99,6,false
CO,79,43,true,false,16,312.2,8,91.12,108.9,147,21.58,224.3,195,39.22,6.8,9,6.55,1,true
CO,190,90,true,true,2,431.3,113,60.46,338.4,82,69.1,33.2,164,6.54,1.2,15,8.54,8,true
IL,170,142,true,false,3,45.9,151,6.81,44.1,176,60.53,35.4,99,27.86,15.6,15,8.82,1,false
VA,112,249,true,false,34,391.5,124,57.24,409.5,62,91.97,42.7,94,54.41,18.5,13,8.26,1,true
TX,85,761,true,true,26,442.5,34,21.83,177.3,82,92.66,301.7,5,55.24,5.1,6,4.87,3,false
NM,158,783,true,false,49,93.3,19,11.87,307.5,88,27.52,377.1,37,91.93,1.6,13,9.71,2,true
PA,167,973,false,true,11,78.2,110,62.1,483.7,181,89.91,137.2,9,16.03,10.4,20,4.12,3,false
IL,53,648,true,true,17,346.2,0,8.41,312.9,171,12.87,309.6,184,92.05,9.0,14,7.42,6,false
PA,51,49,false,true,34,71.7,117,78.94,237.3,141,11.6,158.2,129,70.99,3.9,12,5.3,3,true
AL,180,410,true,false,24,424.3,47,25.77,300.3,184,32.49,231.6,176,74.67,11.2,17,3.34,5,false
NC,124,466,true,true,45,483.7,114,7.82,100.3,177,88.42,90.9,147,38.5,7.3,16,3.35,6,true
TX,177,917,false,false,32,189.7,82,57.37,235.8,181,20.13,271.5,145,30.44,15.4,10,3.85,5,true
OH,114,6,false,false,20,71.7,1,18.55,31.6,119,8.1,322.5,23,50.42,7.0,10,4.54,6,true
CO,64,677,false,false,32,192.6,66,72.88,451.5,192,67.91,31.3,10,87.27,17.8,9,3.0,6,true
NY,151,13,false,false,23,279.8,86,12.28,235.7,76,22.92,340.9,83,98.42,19.9,14,4.91,10,false
TX,76,904,true,true,30,444.4,168,73.26,405.7,46,76.49,372.9,138,23.46,5.8,4,4.19,3,true
TX,54,939,false,true,14,141.7,195,39.28,13.8,87,18.26,353.7,17,13.86,10.7,15,9.19,4,false
MT,81,725,true,false,29,43.6,76,8.22,434.3,104,89.03,31.5,55,92.73,6.5,6,0.42,5,false
TX,36,151,false,false,28,22.3,139,92.09,147.5,76,37.29,293.4,40,57.01,16.2,8,2.32,10,false
WV,181,80,true,true,34,21.6,56,17.73,494.3,102,71.39,346.6,82,92.38,6.9,7,2.32,8,false
CA,8,354,true,true,15,98.6,20,60.76,255.3,4,36.5,403.5,49,36.25,4.0,6,2.0,1,true
WA,41,169,false,false,49,355.1,109,56.48,50.2,35,42.35,315.6,175,55.18,15.6,18,2.3,6,false
TN,75,600,false,false,49,420.7,138,51.43,346.6,179,51.89,251.6,33,77.46,8.1,1,2.02,8,false
DC,124,812,false,true,4,78.2,166,49.54,41.6,108,4.5,360.3,32,79.21,2.7,20,0.7,2,true
NC,15,752,true,true,2,77.1,68,44.72,104.0,138,11.99,198.3,104,55.88,11.0,12,0.14,8,false
FL,115,988,false,false,47,196.0,15,84.99,284.5,158,61.81,43.6,136,68.43,12.1,19,8.78,4,false
MI,1,587,true,true,34,329.1,188,52.67,346.9,112,78.04,194.7,140,27.61,5.5,4,5.9,0,false
VA,4,128,false,false,28,164.6,163,22.66,63.1,53,16.69,278.0,121,5.83,2.1,1,4.39,3,false
CA,153,523,false,false,34,286.8,5,43.68,491.9,152,27.45,332.2,48,44.63,12.0,9,8.48,9,true
FL,185,556,true,true,34,441.3,40,1.0,418.6,187,49.6,368.3,122,47.02,9.3,3,7.58,10,true
TX,173,41,false,true,47,247.3,16,41.75,43.8,25,76.53,420.6,48,83.91,9.1,11,6.01,8,false
CA,61,577,true,true,10,246.9,40,81.12,96.0,13,75.7,268.0,56,47.81,16.8,14,3.15,6,false
CA,27,150,false,false,15,82.4,129,30.39,408.8,90,48.18,252.1,13,41.62,17.5,6,9.29,8,true
CA,156,807,true,false,46,40.6,120,64.46,98.8,182,96.32,224.7,19,83.11,2.5,4,9.13,6,true
NY,60,44,true,false,21,177.5,131,67.69,251.8,139,94.04,260.6,89,20.47,3.6,7,7.2,1,false
MN,152,695,false,true,32,426.6,4,94.57,398.4,101,87.04,476.6,176,66.73,6.1,3,8.94,1,true
NJ,166,875,false,true,19,9.3,52,68.44,459.9,106,87.38,380.9,76,64.34,19.4,7,9.45,3,true
VA,29,960,true,false,21,1.5,23,63.75,69.3,186,79.13,184.6,69,53.29,2.5,20,1.65,3,true
MA,160,766,true,true,20,83.0,61,4.86,309.1,42,63.84,163.0,129,98.22,2.4,6,1.87,0,false
OH,132,218,false,false,27,471.2,176,53.84,61.4,171,13.37,209.5,11,57.06,6.5,19,2.57,4,true
CA,27,768,true,false,44,301.0,140,51.81,325.0,90,68.54,437.1,71,99.42,4.3,4,4.25,2,true
FL,164,113,false,false,16,394.9,63,63.12,421.9,67,26.44,6.2,159,29.64,13.6,4,0.11,8,false
OK,10,18,true,true,48,241.6,93,38.63,102.4,40,17.97,318.8,146,11.66,14.6,7,4.46,4,true
AZ,66,836,false,false,10,69.9,79,75.3,348.7,62,12.64,205.4,92,63.47,10.2,1,9.73,7,false
TN,141,550,true,true,32,224.4,119,41.63,107.5,144,9.47,268.2,74,49.68,5.9,2,8.35,3,false
FL,34,940,false,false,1,495.3,143,49.39,329.7,31,86.99,250.8,153,98.68,3.0,7,1.32,6,true
AL,103,963,false,true,12,142.1,189,15.64,109.9,105,17.58,466.2,141,90.51,1.9,18,6.04,10,false
DE,12,674,true,true,31,102.8,87,73.59,148.8,194,18.86,325.3,171,90.46,10.4,5,3.33,8,false
CA,48,630,false,false,39,342.0,144,21.61,371.2,98,22.07,172.0,173,49.83,11.1,16,8.4,0,true
ID,69,363,true,false,19,301.4,119,23.9,13.9,188,35.94,209.9,135,75.49,4.5,12,0.03,3,false
FL,40,210,false,false,17,484.0,69,4.6,406.5,185,22.1,291.6,93,95.21,17.9,3,1.01,6,true
ID,199,904,false,false,28,390.5,48,39.18,71.0,141,13.23,106.4,84,45.8,10.6,20,5.0,4,true
WA,178,621,false,false,26,222.6,198,19.29,6.1,7,48.71,379.0,131,21.55,18.3,6,4.16,3,true
TX,152,259,false,true,20,293.7,27,58.93,403.9,64,15.88,50.3,95,55.46,13.0,2,3.98,10,true
CA,91,164,false,false,1,279.9,57,62.73,298.8,134,96.92,443.6,96,91.42,5.0,14,9.71,8,true
CA,101,415,false,false,20,210.3,147,74.91,98.9,115,55.03,379.5,149,63.33,19.3,14,1.15,7,false
TX,61,590,false,true,25,13.7,155,98.81,323.6,101,71.58,357.5,197,69.57,6.8,4,4.43,3,true
FL,164,512,false,true,28,422.9,46,27.08,231.1,47,82.91,424.9,155,38.28,13.5,19,9.65,3,false
AZ,114,397,false,true,11,265.2,149,10.87,458.4,105,65.23,183.7,191,23.91,3.5,3,3.75,6,true
CO,31,526,false,false,16,331.3,165,60.02,25.0,80,39.09,258.3,102,49.3,6.7,20,7.98,4,true
FL,126,373,false,true,19,193.1,118,44.41,404.3,156,99.62,208.8,186,71.76,14.1,11,5.75,3,true
CA,26,543,false,false,29,345.0,103,81.17,5.3,38,66.88,157.2,12,23.58,14.2,2,6.34,6,false
MD,17,475,false,false,47,378.5,180,10.31,468.6,196,71.84,62.2,139,72.42,16.5,8,5.87,0,false
TX,113,393,false,true,35,334.2,88,84.14,195.6,47,42.83,429.4,60,1.63,8.1,3,1.5,1,true
MA,66,175,false,false,27,131.1,153,50.46,459.1,38,88.7,416.5,88,43.96,15.2,20,7.99,7,true
TX,143,610,false,false,31,226.5,24,53.44,156.0,32,34.51,412.5,109,22.92,14.5,16,4.98,1,true
DC,174,318,false,true,31,192.8,74,72.78,99.3,70,66.84,39.6,117,68.54,9.2,3,6.1,3,false
CA,175,536,false,false,42,304.6,128,88.36,36.2,67,46.85,489.3,43,92.99,15.2,1,0.35,10,true
IL,40,899,true,false,28,238.0,151,46.97,110.4,196,78.11,59.4,184,40.1,9.7,14,3.69,10,true
OH,105,733,true,false,42,417.1,147,8.63,15.7,86,32.21,109.0,24,7.86,20.0,8,4.12,0,true
DC,11,372,false,true,0,483.3,165,6.36,90.2,101,27.35,84.1,143,27.5,13.2,16,9.05,2,true
VA,127,671,true,true,21,165.6,123,29.47,2.4,167,97.76,389.6,77,42.39,17.2,0,9.62,4,false
TX,66,12,false,true,49,253.1,124,4.41,70.3,82,99.57,204.1,124,42.83,12.2,1,2.52,8,false
FL,61,782,false,false,1,229.6,54,97.58,342.7,122,7.89,89.1,39,35.31,3.8,2,3.17,9,true
PA,138,492,true,false,28,430.2,97,30.87,69.7,33,95.22,472.2,38,40.7,8.9,11,0.33,0,true
PA,97,909,false,false,39,178.5,63,53.82,393.3,27,53.9,464.5,3,68.94,12.6,14,9.04,10,true
WA,38,464,false,true,2,38.0,7,0.47,285.4,151,95.95,420.2,2,69.56,18.9,17,9.4,4,true
TX,62,415,false,true,1,370.4,21,59.25,350.0,97,8.05,36.4,189,74.02,9.0,6,6.99,3,true
DC,63,747,false,false,37,79.2,111,49.14,324.7,194,72.55,263.3,189,22.63,2.9,14,1.95,4,true
IL,100,162,false,true,24,39.3,91,78.17,48.6,13,77.13,291.1,34,51.39,16.4,7,6.69,7,true
FL,63,357,true,true,28,2.7,91,98.86,94.4,5,94.42,223.6,166,33.97,9.2,14,4.56,6,false
WI,112,494,false,false,22,155.1,138,30.78,247.8,89,71.58,151.7,155,77.69,11.4,13,3.66,3,true
TX,34,72,false,false,34,474.0,54,83.03,191.9,4,57.26,153.4,7,36.52,3.0,18,9.72,9,false
SD,92,589,false,true,39,186.8,168,67.69,41.2,144,20.54,329.4,108,58.84,19.8,15,4.56,3,true
AZ,113,15,false,true,10,297.4,94,2.47,392.5,161,78.98,255.5,134,78.61,10.8,15,7.71,0,true
PA,169,773,true,true,14,39.0,90,15.56,475.7,140,65.02,175.6,193,61.4,0.8,13,3.91,7,true
KS,25,147,false,true,21,390.8,190,32.89,344.3,130,69.31,145.4,39,41.59,7.9,15,0.06,2,true
AL,87,910,true,true,25,497.5,5,3.21,192.3,85,14.48,493.0,91,67.24,16.8,17,6.4,3,true
DC,87,781,true,true,8,261.0,153,88.64,440.8,12,99.44,285.6,164,57.05,7.0,13,0.43,0,false
NY,36,131,false,true,43,273.8,69,6.71,95.2,185,50.23,351.8,77,27.3,9.9,13,4.99,8,true
CA,123,9,true,false,21,81.0,7,20.72,38.8,124,58.01,475.6,18,21.58,11.2,1,4.91,10,true
VA,64,335,true,true,22,449.4,52,4.68,329.1,47,89.58,38.2,129,48.9,3.8,12,8.24,9,true
LA,4,140,false,false,44,13.0,40,20.56,471.4,125,64.64,123.7,144,19.1,10.8,6,8.74,9,false
NY,72,70,true,true,11,269.8,137,35.77,492.1,7,22.02,83.6,28,56.95,4.1,18,6.36,1,false
OH,13,116,false,true,2,64.6,97,55.74,420.4,58,96.29,376.0,157,19.32,14.2,14,0.38,1,true
TX,185,408,true,false,8,147.3,190,80.05,192.9,34,54.08,64.0,47,28.61,7.3,5,1.76,2,true
AL,82,332,false,false,10,391.0,100,83.85,469.5,97,76.36,346.3,157,15.67,10.0,5,8.37,4,true
CA,181,949,false,true,9,256.8,9,89.89,275.1,58,50.32,298.3,172,8.32,7.2,7,7.64,7,false
CA,132,336,true,false,41,441.4,89,38.05,408.5,20,30.54,133.2,200,79.42,11.7,15,6.21,2,true
CO,137,546,true,false,6,111.6,187,6.18,126.6,127,5.14,394.3,84,86.76,2.6,11,8.08,5,false
FL,64,914,false,true,9,57.3,118,33.01,248.5,173,75.16,305.2,47,75.98,2.6,8,0.93,8,true
CO,159,927,false,true,11,422.8,82,89.88,357.0,128,79.91,486.7,80,86.57,11.1,8,9.19,0,false
LA,38,780,true,true,29,3.7,5,91.85,305.4,30,72.88,43.1,35,20.17,3.8,2,6.34,5,true
MN,174,632,false,true,37,376.6,94,24.35,302.8,150,66.29,59.6,54,62.07,15.7,3,5.99,3,false
MA,70,262,false,false,0,95.3,46,54.82,299.1,171,8.42,387.4,90,91.05,0.8,9,9.22,7,true
