State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
,103,719,false,false,46,349.8,3,80.74,413.5,33,46.91,97.3,195,88.39,17.1,14,2.02,0,true
AB,70,79,true,true,18,369.3,122,87.22,307.3,186,85.11,454.1,88,31.5,15.7,8,0.79,0,true
,190,437,true,true,3,161.1,198,29.36,186.2,45,55.01,492.3,76,25.72,18.2,11,5.27,5,true
A9,112,564,false,true,5,351.4,138,33.02,291.8,163,85.18,155.9,189,37.99,7.9,8,8.47,4,true
,37,282,false,true,21,349.9,26,98.12,40.8,138,38.7,301.4,162,31.71,19.4,12,8.7,0,true
,75,41,true,true,39,322.3,31,37.51,6.0,162,70.48,223.3,67,56.98,18.3,13,0.96,4,false
B5,36,966,false,true,13,67.4,163,55.06,153.5,93,59.0,396.1,137,45.44,4.5,3,7.0,0,true
MN,74,89,true,true,49,95.8,180,89.85,478.1,133,43.08,88.7,135,14.2,8.2,9,3.36,10,false
,111,191,false,true,2,179.6,101,57.63,217.5,192,24.93,108.6,31,49.4,14.2,18,6.39,8,true
,137,186,true,false,29,114.5,51,53.58,207.3,186,69.73,420.4,136,96.41,14.4,13,5.85,0,true
A8,197,560,false,true,47,27.1,25,94.08,68.4,32,59.08,21.2,5,33.77,14.5,2,5.64,5,true
SBH,31,40,false,true,44,372.0,106,14.7,378.3,105,52.67,357.5,39,57.29,8.4,13,8.95,7,false
,104,580,true,true,41,471.1,191,18.01,487.8,135,58.27,350.4,36,48.4,8.3,6,5.25,6,true
,30,405,false,false,15,448.4,130,37.25,442.9,146,49.21,41.5,61,89.74,1.8,1,7.81,0,true
SK,5,163,false,false,31,456.3,33,46.46,482.5,198,44.25,4.3,187,84.28,3.4,2,4.5,10,true
,35,504,true,false,18,440.7,58,97.14,310.5,76,93.1,68.7,98,85.38,16.7,20,8.19,5,false
,87,58,true,true,40,409.2,161,70.7,354.0,87,32.22,162.7,12,92.92,11.1,4,3.71,3,true
,199,248,true,false,24,101.8,127,27.54,116.5,110,40.19,398.0,40,95.91,19.4,11,5.09,10,true
,154,9,false,true,20,222.2,46,94.27,32.6,30,78.26,293.7,41,56.92,0.5,13,7.42,8,false
O,66,579,false,false,23,272.1,14,49.69,188.7,44,7.24,36.7,111,98.88,2.1,0,0.53,5,false
,151,832,true,true,29,93.9,48,40.26,26.1,58,14.61,340.7,101,28.99,1.2,20,2.17,6,true
,15,79,true,true,16,19.2,1,91.83,443.6,141,96.91,332.7,149,11.07,5.0,7,1.47,3,true
,153,460,false,false,20,343.7,178,94.18,18.2,185,8.4,66.6,86,17.51,7.0,16,8.22,5,true
,25,743,true,true,8,407.4,110,21.22,100.5,54,52.18,313.4,10,41.13,15.1,18,8.92,0,false
,178,371,false,true,14,132.9,104,44.58,209.9,8,68.33,185.0,83,21.45,17.1,0,7.62,0,false
,178,355,false,false,17,175.6,200,95.62,361.5,49,15.66,55.1,154,65.79,12.3,6,2.88,4,false
AB,80,885,false,false,18,167.9,87,93.41,204.7,138,13.8,152.5,44,27.28,3.3,14,9.3,9,true
,1,537,false,true,35,43.9,159,73.78,452.8,50,27.91,188.8,114,88.33,10.5,6,8.13,5,true
,194,33,false,true,25,35.9,196,37.79,303.8,32,18.14,112.4,20,50.8,13.6,5,6.98,7,true
,35,46,false,true,41,389.3,63,14.99,231.8,156,75.28,153.3,110,12.63,15.5,13,7.85,8,false
,95,61,true,false,41,344.5,159,70.59,402.9,29,57.86,104.9,133,23.23,6.8,16,4.06,4,false
SK,188,198,true,true,4,330.1,1,43.45,214.9,91,68.18,292.0,93,18.75,15.4,8,4.54,10,false
,158,845,false,true,45,193.5,45,35.69,204.0,16,49.96,445.9,75,3.73,18.6,15,8.67,4,true
,145,215,false,false,48,89.6,80,56.61,463.6,27,35.23,163.5,53,95.9,1.4,0,1.09,8,false
,193,703,true,true,27,136.0,98,24.57,341.2,39,46.35,208.2,154,46.71,0.6,10,9.67,8,false
,185,178,true,true,42,358.9,186,7.14,365.5,27,22.46,124.1,124,22.33,8.4,14,3.04,2,false
,183,635,false,false,46,484.4,191,51.14,391.1,62,42.86,263.5,177,88.71,14.7,2,2.09,5,true
14,47,744,false,false,3,204.6,133,34.36,290.2,19,80.14,379.1,76,87.14,6.0,12,9.98,8,true
,1,577,true,false,5,399.2,142,39.84,288.3,32,17.66,483.4,157,66.12,6.2,4,5.02,0,false
IL,145,435,false,true,21,123.8,9,54.39,122.7,26,29.99,336.2,29,84.16,19.1,18,3.03,6,true
,149,340,false,true,15,363.6,179,5.38,337.0,49,80.17,126.2,147,31.25,16.1,4,2.12,0,false
SN,192,205,true,true,21,479.1,11,7.92,185.2,29,11.31,217.7,65,51.34,17.0,5,4.73,4,false
,37,344,true,false,7,181.0,107,53.95,259.0,83,58.54,446.0,77,17.56,7.7,16,2.02,0,false
,129,336,true,false,9,320.0,56,58.59,302.4,153,57.04,198.2,69,71.62,4.6,16,0.98,5,true
,152,310,true,false,8,355.4,74,11.43,394.1,194,26.4,346.0,43,91.28,4.7,17,7.47,3,false
,134,204,false,false,46,266.7,32,48.19,8.3,26,47.37,187.6,157,22.55,0.6,7,0.82,6,false
A9,194,649,true,true,48,480.5,167,23.41,47.1,100,85.6,161.1,165,2.72,17.6,7,3.15,1,true
HE,25,45,true,true,12,488.9,96,65.31,202.6,52,30.68,125.7,174,87.15,8.4,0,1.92,7,false
CB,102,684,true,true,16,122.3,164,51.34,167.3,109,52.76,332.7,148,44.68,4.5,1,0.75,9,false
,22,344,false,false,18,93.9,95,56.21,301.2,124,72.99,330.6,73,45.75,18.6,12,6.91,9,true
,191,859,true,false,39,394.7,88,95.41,454.2,84,71.57,165.5,72,67.74,19.0,0,9.9,3,true
,146,721,false,true,1,40.2,173,82.63,111.8,0,40.67,323.3,144,76.01,1.5,20,3.31,9,true
,99,990,true,true,28,246.4,85,48.07,447.5,35,17.37,316.9,2,89.99,6.2,10,9.61,2,true
COL,74,626,false,true,28,330.0,183,82.08,463.9,39,85.25,18.9,62,34.21,12.9,0,6.31,7,false
11,75,291,true,true,35,19.7,108,41.59,99.8,55,16.39,482.7,72,38.43,9.9,9,8.0,0,false
,95,724,false,true,48,243.5,134,84.68,402.8,190,35.21,293.6,68,51.4,15.8,6,7.46,0,false
,59,966,false,false,3,336.7,67,58.81,172.4,164,70.63,457.8,57,34.08,14.8,4,4.83,2,false
,58,107,false,true,44,290.4,188,35.71,166.6,160,44.54,112.5,106,67.06,9.1,11,8.92,7,false
,129,289,false,true,38,169.2,199,55.59,70.2,111,92.83,442.8,109,96.54,5.6,3,0.43,7,true
,176,880,false,true,1,310.4,180,95.82,231.9,174,17.75,114.9,71,35.53,5.4,20,9.7,4,false
,20,739,true,false,31,412.1,138,11.54,325.5,189,56.02,449.2,131,99.67,14.4,14,9.15,3,false
,86,263,false,false,10,464.6,99,43.88,329.3,119,1.19,148.3,58,2.31,4.8,13,0.97,9,false
,124,475,true,false,19,52.1,68,94.99,375.1,2,4.46,225.6,35,69.51,14.0,3,9.53,10,false
,158,391,false,true,14,208.0,152,21.66,262.1,75,49.06,429.4,136,80.15,10.8,3,3.56,9,true
,180,663,false,false,48,286.0,9,2.26,202.4,73,38.07,9.6,25,66.57,13.1,5,5.33,10,true
,40,692,true,true,24,239.1,92,37.83,209.6,143,41.79,108.1,92,42.34,15.5,9,1.27,5,true
,166,878,false,false,45,221.4,22,31.59,314.5,53,37.46,475.4,51,76.53,7.6,12,3.2,9,true
,191,994,false,false,26,369.9,146,51.61,442.1,94,86.69,335.3,2,34.16,9.5,20,0.27,9,true
,23,257,false,false,11,302.8,17,17.21,3.0,118,90.37,9.4,35,47.87,7.0,2,8.64,6,true
,146,137,false,false,1,465.1,110,64.26,305.6,167,3.01,21.8,60,71.27,16.6,11,8.27,3,false
,77,760,true,true,43,284.8,75,10.87,205.0,126,62.25,408.7,59,30.97,1.1,0,2.99,0,true
,146,349,false,true,14,0.4,81,81.96,354.5,188,33.74,114.1,52,18.99,7.0,13,7.27,1,false
,2,705,false,false,23,11.5,176,19.84,5.6,130,74.61,21.8,101,86.79,18.8,5,9.49,10,true
,77,346,false,true,43,194.9,185,80.87,265.4,153,37.23,258.7,173,22.59,0.9,20,6.52,0,true
,198,338,true,true,19,13.5,154,90.15,83.2,51,27.7,464.3,77,16.68,15.0,5,5.31,3,false
F,12,911,true,false,44,173.0,154,56.27,90.3,13,73.75,300.1,146,43.97,12.4,19,7.79,5,false
,186,371,true,true,47,469.0,152,1.13,155.9,127,65.76,475.3,39,15.6,10.9,7,4.31,3,true
,141,758,false,false,28,448.0,160,63.27,396.7,134,4.53,11.1,10,53.39,12.4,4,9.83,9,false
,47,592,false,false,4,317.0,13,61.3,47.1,132,4.82,342.9,118,96.34,4.3,17,4.42,10,true
,77,373,false,true,24,183.4,40,53.49,444.6,117,23.38,176.3,33,30.85,4.9,15,6.45,7,true
,5,886,true,false,50,227.6,34,89.79,124.8,164,87.96,156.5,195,69.75,6.2,14,5.86,3,false
,109,995,false,false,26,287.9,156,13.44,411.7,124,58.58,410.2,97,12.95,2.5,18,5.56,4,true
O,154,286,true,true,44,298.5,147,56.72,56.9,147,48.35,482.8,121,83.91,8.1,1,6.24,3,false
,145,211,true,true,50,178.2,102,29.69,215.0,83,59.53,140.2,15,21.55,18.4,18,8.09,1,false
,113,966,false,false,17,80.4,66,78.58,91.7,15,14.34,302.2,132,32.26,3.9,1,0.23,8,true
,184,663,false,false,0,172.4,59,82.76,52.5,26,60.54,262.6,197,19.78,11.4,5,5.89,0,true
,137,120,false,false,6,75.4,137,51.7,321.8,152,28.4,0.1,66,91.32,4.7,6,8.64,7,false
,33,695,false,false,13,481.2,164,53.53,468.1,18,58.95,4.9,97,19.68,16.8,15,3.4,3,false
,68,288,true,false,1,68.9,177,81.02,398.3,72,66.93,171.4,52,67.03,12.3,11,7.55,4,true
,34,856,false,true,38,278.7,47,15.3,347.1,200,22.44,366.2,60,78.26,16.4,1,3.41,7,true
,78,425,true,false,26,209.8,73,68.64,64.0,5,43.77,446.0,41,94.01,14.5,13,4.66,3,false
,142,615,false,true,41,248.9,147,48.85,71.5,10,4.73,343.8,0,32.04,16.8,15,9.05,1,false
,29,775,true,false,6,330.9,179,21.27,34.9,103,2.17,28.0,181,62.08,5.0,14,0.33,1,false
,77,140,true,false,10,102.7,33,95.62,42.9,152,55.01,95.7,179,38.42,8.8,16,3.08,2,false
,132,29,true,true,45,66.4,175,76.8,95.6,38,48.91,167.3,106,72.11,13.5,17,2.71,10,false
,27,157,true,true,5,491.3,153,59.51,58.7,68,27.18,142.3,141,56.49,3.4,14,2.55,8,false
,57,693,true,true,32,134.2,141,99.76,38.4,149,58.88,228.9,73,93.02,12.2,6,0.45,4,true
,149,923,true,true,14,357.5,47,24.79,326.7,87,59.44,397.4,125,34.07,10.3,6,6.15,7,false
,146,656,true,false,4,324.4,47,10.31,28.9,60,88.51,232.6,39,97.42,8.4,4,7.83,7,false
,110,117,false,false,37,44.4,179,95.28,396.6,68,60.7,253.8,116,90.17,2.7,12,3.18,2,true
,193,203,false,true,12,380.9,118,42.96,263.2,0,29.82,114.1,111,12.79,17.8,2,0.31,0,false
,173,314,true,true,21,398.1,135,64.93,122.0,93,66.54,21.8,53,38.54,1.3,20,7.37,7,false
B8,27,253,false,false,25,244.4,80,77.61,48.4,23,72.29,364.6,12,71.28,11.2,4,0.56,4,false
,45,655,true,false,50,163.3,41,74.09,452.3,11,36.47,422.7,31,52.73,18.7,9,9.07,10,true
,141,864,true,true,39,387.3,153,74.99,56.7,183,79.22,190.5,65,83.67,11.3,0,9.82,7,true
,140,517,true,false,20,46.2,22,20.05,389.4,32,27.04,408.3,42,67.95,6.4,11,5.31,0,false
,151,744,true,true,26,370.4,2,4.58,400.4,109,26.66,324.8,35,82.21,14.8,18,2.6,4,false
,143,151,false,false,21,51.8,124,9.8,147.5,182,91.47,236.6,85,49.18,9.1,9,3.36,5,true
,106,779,true,true,3,64.4,52,50.03,23.2,89,51.23,440.1,3,54.07,14.7,3,9.67,5,true
,122,613,true,false,36,43.2,153,14.05,121.3,7,25.05,310.4,46,47.67,9.4,14,2.67,9,true
,45,758,false,true,4,334.1,120,80.36,157.3,42,42.45,149.7,77,19.54,18.6,7,0.52,0,false
,154,616,true,true,41,228.5,109,60.44,330.2,120,94.43,457.0,122,21.1,0.2,5,6.21,3,true
,180,921,true,true,22,103.3,91,80.77,47.6,120,8.41,167.7,120,13.16,13.0,11,5.9,7,false
,152,775,false,false,0,240.0,30,11.83,166.9,95,32.6,271.6,165,12.9,1.7,5,1.0,3,true
,195,792,true,false,0,194.6,57,84.01,246.4,179,51.13,194.8,140,68.83,1.7,11,3.28,4,false
MA,171,466,false,false,6,118.8,66,68.47,124.5,90,30.18,465.8,199,38.31,13.3,5,5.49,3,true
,195,42,false,true,7,37.5,43,11.91,208.3,117,10.24,108.5,6,89.22,2.3,19,9.96,9,true
O,188,460,true,false,16,244.2,65,59.33,276.5,154,57.17,287.2,192,93.98,4.2,3,7.0,9,true
,125,353,true,false,25,325.4,175,20.86,268.5,46,62.37,127.2,17,16.74,12.4,18,5.34,8,false
,21,605,true,true,7,48.4,9,61.73,80.4,77,21.26,123.1,47,27.91,0.3,3,6.83,0,false
,81,957,true,true,41,268.0,200,19.0,195.4,2,77.18,472.9,86,98.04,11.7,20,7.26,9,false
BC,76,865,false,true,2,193.3,57,70.15,30.2,178,68.61,454.4,50,50.88,19.4,6,7.88,2,true
U,93,396,true,true,34,57.3,55,32.85,200.5,184,61.0,408.6,106,50.2,6.5,8,5.69,1,true
AB,157,193,false,false,48,214.2,45,17.63,451.5,111,7.03,370.4,69,64.54,7.4,14,8.87,7,true
03,183,171,true,true,10,137.7,51,34.35,499.3,138,13.47,296.8,43,72.78,16.5,8,6.37,1,true
,150,321,false,false,31,476.2,96,97.46,61.5,96,48.1,376.4,36,70.82,14.0,19,7.58,6,true
,105,979,false,true,37,103.9,107,41.83,117.6,12,26.08,147.3,48,94.9,13.9,0,6.82,5,true
,109,633,false,false,13,121.3,98,20.92,409.6,163,8.83,497.0,182,5.45,16.2,12,6.37,2,false
,114,118,true,false,50,34.2,62,6.57,201.1,8,43.06,121.6,197,94.33,17.5,20,2.71,5,true
,187,139,true,true,5,87.1,95,50.8,429.2,34,27.32,364.5,34,83.69,6.4,15,5.83,0,true
11,170,830,true,false,48,161.1,42,58.1,291.2,89,66.62,352.4,165,29.51,12.8,5,5.63,7,true
,141,830,true,true,27,79.5,175,61.56,319.8,194,44.14,42.4,108,81.31,1.3,20,3.35,5,false
13,82,666,false,false,24,438.3,58,27.63,478.5,115,57.3,433.9,60,73.05,14.2,11,9.75,9,false
,151,806,true,false,20,60.5,103,51.32,76.6,104,17.88,99.7,176,36.14,4.8,15,1.75,5,true
,137,930,false,true,11,80.1,47,95.38,438.9,119,15.63,326.7,164,26.11,6.5,3,1.67,5,false
11,193,328,false,true,36,97.6,110,68.48,275.3,0,25.85,494.9,12,51.31,17.5,10,8.28,7,true
,36,995,true,false,5,268.9,142,93.49,343.9,117,93.74,323.0,151,77.03,0.9,13,9.75,3,false
,57,268,false,true,19,483.5,34,11.52,77.8,170,3.0,98.2,87,96.77,12.5,11,8.83,2,true
,199,835,false,true,24,420.4,159,22.34,319.3,140,80.65,154.5,39,57.25,13.7,20,6.75,5,true
,198,357,false,true,47,420.3,161,78.89,283.2,75,35.65,325.3,42,64.33,12.3,8,6.47,0,true
,131,460,true,false,47,46.0,8,3.03,96.7,192,99.99,434.9,124,0.44,4.1,15,5.31,4,true
,136,505,true,false,49,17.5,156,42.72,158.6,37,87.34,95.2,72,97.65,15.8,11,3.36,10,false
,46,239,false,true,1,44.9,112,14.67,489.8,27,1.62,96.7,80,59.18,3.7,2,5.77,7,false
,126,847,true,true,35,486.7,85,87.53,190.6,38,51.03,440.7,179,34.85,7.1,10,9.03,10,false
,15,879,true,true,22,56.6,179,36.13,187.5,112,43.12,131.9,23,98.83,18.9,5,9.14,2,true
14,3,615,true,true,23,228.8,117,50.96,378.5,38,44.91,351.1,93,52.91,14.2,5,3.22,10,false
,12,929,true,false,0,287.9,32,34.92,86.2,84,96.75,48.2,115,58.47,0.1,1,2.73,5,true
,188,973,false,false,24,44.0,21,55.25,431.4,118,10.12,261.4,184,7.98,14.8,0,1.47,8,true
,114,343,false,true,28,25.9,58,67.07,486.3,73,52.71,51.7,136,43.3,0.0,8,7.35,3,true
,35,705,true,false,31,63.4,20,33.96,168.9,74,58.14,245.5,94,67.21,19.6,8,1.36,2,false
,190,422,true,false,49,211.3,156,58.16,246.1,186,12.64,354.0,119,52.5,18.1,20,1.36,9,true
,69,257,true,true,22,381.3,134,90.41,232.5,158,67.35,120.9,71,85.58,10.4,18,2.21,3,true
,132,336,true,true,5,315.2,10,7.38,319.3,155,93.59,300.2,63,52.12,7.9,7,6.31,7,true
04,76,121,true,true,34,482.6,132,44.16,317.3,30,5.82,267.6,171,28.8,9.6,16,3.17,5,true
,79,355,false,false,46,246.3,174,22.9,428.0,106,9.77,215.8,77,63.64,6.5,19,2.54,6,true
,180,229,false,true,40,4.7,196,33.35,384.6,42,58.52,61.8,37,66.9,9.9,14,2.77,9,true
,95,628,false,true,2,269.8,185,76.51,5.1,158,42.34,79.9,93,43.06,16.0,0,3.07,4,true
,162,646,false,true,29,178.7,54,35.98,309.0,96,67.53,489.9,70,50.81,12.0,3,9.45,3,false
,157,743,true,true,42,220.7,37,57.96,384.8,186,60.3,300.6,177,60.6,18.8,1,9.48,9,false
,95,28,false,false,45,94.7,71,35.66,12.5,118,41.59,322.6,94,95.96,10.2,14,0.37,3,false
,2,709,true,false,11,382.2,159,65.2,426.7,31,98.23,85.7,67,8.94,4.0,7,3.88,7,false
,194,927,true,true,48,200.3,107,67.19,149.2,39,93.14,119.5,159,47.82,1.1,15,4.79,10,true
,101,258,true,true,45,103.8,69,54.43,100.4,25,15.17,374.5,37,81.16,17.7,13,5.84,10,true
COA,65,244,true,false,2,216.9,151,62.49,139.7,127,20.31,427.7,15,67.51,16.7,4,8.83,2,true
,100,85,true,false,16,324.8,77,28.89,318.6,25,77.49,263.2,114,29.37,12.2,10,0.83,3,false
,179,261,false,true,46,409.5,14,71.3,296.9,117,79.22,409.9,41,11.78,17.7,12,2.58,5,false
,14,466,false,false,23,105.0,45,24.68,335.6,11,6.68,206.4,148,53.65,4.1,14,9.49,0,true
CB,44,668,false,false,26,218.3,3,46.97,410.0,49,37.36,464.7,152,21.91,3.1,8,6.45,10,false
,50,582,true,false,45,415.5,142,83.22,5.3,148,21.33,398.6,51,92.95,3.5,3,9.69,8,true
08,185,955,false,true,3,44.7,68,32.43,121.5,120,81.83,121.1,143,50.09,14.7,10,1.25,1,false
,109,70,true,true,6,479.4,154,69.67,39.3,66,19.94,253.9,59,57.05,8.6,1,8.74,7,false
,74,818,false,true,13,388.4,177,86.3,497.0,111,83.99,88.7,21,60.62,9.7,2,7.09,7,false
,108,747,true,true,46,18.9,32,70.08,340.4,30,27.72,469.5,133,92.57,14.7,13,5.4,9,false
,194,164,true,false,0,16.4,169,42.32,274.4,150,11.45,313.5,126,50.65,15.4,8,4.08,6,false
,97,383,true,false,37,271.3,109,0.08,310.8,177,97.16,430.2,122,12.97,8.4,0,0.4,7,true
,175,201,false,false,2,18.0,41,61.59,476.4,33,78.74,474.2,174,38.78,8.0,4,7.63,0,true
,197,717,false,false,13,135.2,73,26.17,15.5,60,94.8,127.6,30,74.45,10.9,20,6.4,1,true
,152,153,false,true,23,56.7,58,28.16,87.8,181,61.2,390.2,76,4.47,4.3,7,2.66,0,true
,3,692,false,false,33,370.6,22,11.24,111.8,147,4.39,359.6,154,86.88,6.9,5,8.47,5,true
,149,969,false,false,14,107.1,98,61.2,267.1,59,91.44,469.8,89,81.33,8.6,10,3.36,5,true
,84,572,true,false,49,467.2,176,73.83,325.8,169,34.49,29.0,20,53.36,9.2,20,0.3,2,false
,149,13,true,true,44,499.8,33,28.09,433.1,168,55.64,456.9,197,98.9,10.8,5,5.11,8,true
,128,497,false,false,43,457.0,145,35.69,241.8,178,20.47,421.1,122,89.48,15.8,7,5.26,5,true
,38,79,true,true,48,137.4,20,58.99,243.7,189,25.48,283.2,155,37.21,14.9,2,9.0,10,true
,127,583,false,true,30,158.2,102,29.11,468.6,163,93.53,63.5,90,54.79,10.8,19,7.46,9,false
,70,531,true,false,6,367.5,63,35.16,469.3,51,84.87,28.2,107,18.17,2.5,17,5.23,0,false
11,1,795,true,true,24,302.5,87,38.8,463.3,180,5.65,284.8,147,85.03,1.4,9,6.6,1,false
,145,868,false,true,29,386.0,66,41.45,289.2,198,43.84,165.6,124,83.93,9.9,10,5.71,9,false
,188,807,true,true,27,495.6,108,97.65,21.7,8,70.78,362.5,14,22.08,0.3,17,7.51,5,true
,6,877,true,true,47,471.7,194,90.15,278.8,3,82.76,50.6,32,89.36,5.1,15,9.73,6,false
,89,488,true,true,25,321.4,92,77.31,152.7,86,10.73,325.0,87,6.42,17.4,7,6.38,10,false
,135,652,false,false,39,479.0,80,74.21,247.4,88,2.4,277.9,186,96.42,7.5,18,3.54,0,true
,24,637,true,false,50,392.5,104,94.25,439.9,125,50.71,446.7,92,50.92,3.0,2,4.3,9,true
,139,449,true,true,45,263.5,150,34.95,293.2,193,19.71,273.8,81,74.28,5.8,6,4.64,0,false
,91,911,false,false,46,54.3,191,33.66,49.0,195,4.96,161.3,68,45.09,12.0,3,7.73,10,false
14,41,583,true,false,37,407.0,129,25.47,113.2,144,9.27,80.6,115,95.22,7.1,17,0.51,2,true
,132,599,true,false,45,22.2,188,94.07,194.0,103,90.74,120.1,15,19.57,9.7,0,2.67,8,false
,121,689,false,true,37,323.1,144,10.38,55.7,14,35.93,365.7,31,36.39,19.2,13,3.81,10,false
MLK,88,380,true,false,26,344.9,12,35.01,241.4,0,69.5,473.4,58,12.21,13.8,7,6.49,5,true
UT,78,150,false,true,21,11.2,18,81.38,7.4,144,64.56,322.4,76,52.5,3.1,16,1.7,1,true
,63,672,false,false,8,267.1,77,32.69,492.0,179,7.55,0.2,85,36.57,11.1,0,4.84,1,false
,3,538,false,true,15,340.2,82,4.3,473.1,162,98.43,387.3,94,25.2,6.0,18,4.15,10,true
BU,158,708,true,false,38,351.3,131,90.61,122.6,1,78.97,113.2,15,51.58,7.9,0,7.43,3,false
,48,645,false,false,21,371.7,192,50.23,458.9,63,56.92,24.6,128,30.86,17.6,11,0.48,1,true
,159,772,false,false,46,234.2,199,86.34,181.1,143,18.15,165.8,45,40.44,14.2,1,5.14,9,false
,22,648,false,true,11,29.8,76,6.07,498.2,103,11.87,369.4,79,59.26,13.6,2,9.33,7,false
,181,905,true,false,44,284.1,105,7.59,110.0,0,71.77,266.7,56,44.42,5.3,12,6.37,4,true
,73,832,true,false,30,279.6,161,62.95,4.7,28,32.56,27.0,29,46.49,20.0,14,7.42,7,false
,111,134,false,true,29,79.8,171,84.68,394.1,31,68.73,98.7,136,35.88,10.9,17,7.12,4,false
,100,309,false,true,43,187.0,26,36.54,296.5,127,37.25,315.6,34,64.68,18.5,1,4.49,3,true
,124,925,false,false,9,224.9,183,18.52,53.7,145,87.67,299.8,46,38.27,4.5,19,9.06,5,true
,30,293,false,true,30,391.1,180,37.27,242.0,6,33.41,452.5,153,85.57,6.3,8,4.83,2,true
,175,728,true,true,28,297.5,73,73.08,390.8,6,39.47,402.7,160,13.72,0.2,5,3.14,2,true
,99,262,false,true,8,497.7,150,20.95,222.3,149,4.05,354.6,71,39.59,3.2,1,8.88,3,true
,98,816,true,true,9,350.4,131,73.31,347.1,77,3.03,48.0,172,5.55,9.6,1,1.66,2,true
,117,455,true,true,49,391.7,6,6.8,384.7,113,45.77,166.8,104,87.35,13.5,8,8.02,4,true
,172,301,true,false,38,57.6,84,75.89,96.4,150,13.28,450.8,82,76.99,6.8,9,7.18,8,true
13,34,862,true,true,9,470.8,139,61.92,137.6,118,74.89,74.5,86,28.55,2.0,9,9.25,9,true
,92,402,false,false,1,34.2,75,32.32,253.7,26,92.47,301.5,196,71.68,8.8,11,2.43,7,false
HH,26,3,true,true,20,407.3,80,66.83,132.5,49,69.11,114.1,49,10.64,1.8,3,7.37,9,false
,152,231,true,true,21,193.4,126,74.49,290.1,42,34.25,196.2,183,35.93,8.2,15,3.95,1,false
,87,920,true,false,32,416.1,149,17.97,233.0,147,15.33,113.5,27,20.46,18.7,3,2.23,5,false
,87,245,true,true,44,429.9,52,54.44,404.0,26,15.06,58.3,157,9.56,8.6,17,5.61,0,false
,62,766,false,true,49,472.9,33,50.64,388.9,122,15.62,325.3,126,63.37,15.1,18,8.18,3,true
,65,635,true,true,42,263.8,8,49.69,395.0,71,57.53,404.0,164,36.48,12.2,12,0.2,2,false
,65,989,true,false,50,97.2,41,65.31,309.9,25,45.31,73.4,37,51.79,4.9,7,0.6,2,false
,44,4,false,false,11,393.1,127,79.79,57.8,11,9.24,22.1,71,39.78,12.2,16,5.28,9,true
,87,17,true,false,1,389.3,102,12.01,103.5,105,37.17,267.6,158,49.65,5.9,3,3.52,4,true
,180,115,false,false,24,33.6,128,48.55,375.9,186,78.04,216.3,6,5.75,5.5,17,5.97,10,true
,119,992,true,false,25,33.9,74,19.65,274.1,39,38.75,209.3,96,37.05,3.9,18,0.81,0,false
DUR,72,123,true,false,42,246.2,62,65.36,271.0,123,63.97,453.3,40,75.23,4.7,2,2.35,2,false
NC,71,826,false,true,21,207.0,73,44.24,428.2,196,58.41,145.3,111,28.99,3.7,16,1.53,9,true
B2,3,296,false,false,12,127.7,41,54.52,493.6,13,54.72,363.3,110,72.86,5.1,11,4.21,7,true
,127,887,false,true,25,298.2,55,51.48,226.4,161,98.33,113.3,101,25.66,0.7,18,4.78,5,false
,28,311,false,false,44,279.9,90,68.83,361.9,88,70.34,174.5,149,65.92,8.6,14,5.74,1,false
,170,710,false,true,50,129.7,54,46.86,64.1,56,19.45,375.9,64,88.56,13.8,18,5.88,3,true
,140,43,true,false,46,138.5,47,80.49,192.7,150,40.99,168.6,15,83.11,16.7,4,5.75,2,true
,178,727,true,true,7,414.1,169,35.62,2.1,132,25.58,9.2,26,80.85,19.0,8,2.32,0,false
,102,326,true,false,28,470.4,24,72.71,327.3,37,17.08,222.8,185,86.7,19.3,7,2.19,2,true
,13,839,true,true,50,221.7,98,25.7,314.5,125,12.51,85.1,80,45.19,12.5,9,5.5,7,true
,161,123,false,false,36,347.7,200,82.52,458.9,68,16.19,222.6,157,38.28,12.6,15,0.77,5,true
HI,184,31,true,false,7,95.6,81,61.28,233.3,134,70.47,162.1,76,5.65,4.9,1,8.44,1,true
,122,225,true,false,42,279.8,155,58.61,117.6,150,31.07,235.4,77,34.19,6.0,17,3.8,1,true
,137,835,true,false,32,327.5,11,61.4,160.3,127,36.37,343.0,162,31.33,8.4,3,8.12,5,true
,142,213,true,false,7,111.7,155,73.64,202.0,161,95.3,254.1,49,67.67,18.8,6,3.52,5,false
,160,624,true,false,32,102.2,27,10.5,37.0,182,57.6,296.3,107,23.4,10.4,17,4.03,9,false
,8,845,false,true,20,2.0,99,17.47,36.8,90,36.75,222.2,2,15.27,8.7,12,9.93,10,false
,80,174,false,true,1,285.2,48,5.01,44.6,150,46.32,195.2,126,68.19,7.6,2,3.52,1,false
,10,462,false,false,13,293.9,63,55.8,104.5,23,94.22,448.0,54,47.33,9.9,8,4.8,8,false
,170,44,false,false,25,108.5,156,23.89,318.3,192,4.64,44.2,72,21.07,4.7,17,4.84,5,false
